Run accession,reference_id,aligned_reads,covered_bases,species,common_name,SARS2_aligned_reads,total_reads,preprocessed_reads,sample,Sample name,Collection date,description,Isolation source
CRR710775,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_028161.1,2,186,Capra aegagrus,goat,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_003408.1,0,0,Coturnix japonica,quail,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_002008.4,0,0,Canis lupus,dog,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_026459.1,0,0,Streptopelia chinensis,spotted dove,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_012920.1,106,1727,Homo sapiens,human,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_001913.1,0,0,Oryctolagus cuniculus,rabbit,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_006853.1,8,567,Bos taurus,cow,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,NC_010288.1,8,592,Ctenopharyngodon idella,carp,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710775,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,119440214,75866664,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_012095.1,0,0,Sus scrofa,pig,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_050263.1,0,0,Hystrix brachyura,Malayan porcupine,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_020011.1,0,0,Channa maculata,snakehead fish,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_028308.1,0,0,Felis margarita,sand cat,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_003192.1,0,0,Monopterus albus,swamp eel,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_011389.1,0,0,Naja atra,Chinese cobra,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_031867.1,0,0,Columba rupestris,pigeon,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_040902.1,0,0,Gallus gallus,chicken,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_022418.1,0,0,Anas poecilorhyncha,spot-billed duck,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_026063.1,0,0,Ovis orientalis,sheep,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_013700.1,0,0,Nyctereutes procyonoides,raccoon dog,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_028161.1,0,0,Capra aegagrus,goat,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_003408.1,0,0,Coturnix japonica,quail,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_002008.4,0,0,Canis lupus,dog,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_026459.1,0,0,Streptopelia chinensis,spotted dove,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_012920.1,12,631,Homo sapiens,human,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_001913.1,0,0,Oryctolagus cuniculus,rabbit,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_006853.1,0,0,Bos taurus,cow,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710776,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,135534434,135304544,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_012095.1,0,0,Sus scrofa,pig,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_050263.1,0,0,Hystrix brachyura,Malayan porcupine,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_020011.1,0,0,Channa maculata,snakehead fish,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_028308.1,0,0,Felis margarita,sand cat,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_003192.1,0,0,Monopterus albus,swamp eel,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_011389.1,0,0,Naja atra,Chinese cobra,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_031867.1,0,0,Columba rupestris,pigeon,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_040902.1,0,0,Gallus gallus,chicken,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_022418.1,0,0,Anas poecilorhyncha,spot-billed duck,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_026063.1,0,0,Ovis orientalis,sheep,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_013700.1,0,0,Nyctereutes procyonoides,raccoon dog,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_028161.1,0,0,Capra aegagrus,goat,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_003408.1,0,0,Coturnix japonica,quail,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_002008.4,0,0,Canis lupus,dog,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_026459.1,0,0,Streptopelia chinensis,spotted dove,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_012920.1,6,253,Homo sapiens,human,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_001913.1,0,0,Oryctolagus cuniculus,rabbit,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_006853.1,0,0,Bos taurus,cow,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,NC_010288.1,2,145,Ctenopharyngodon idella,carp,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710777,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,138402846,138098848,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_012095.1,8,163,Sus scrofa,pig,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_050263.1,0,0,Hystrix brachyura,Malayan porcupine,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_020011.1,0,0,Channa maculata,snakehead fish,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_028308.1,0,0,Felis margarita,sand cat,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_003192.1,0,0,Monopterus albus,swamp eel,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_011389.1,0,0,Naja atra,Chinese cobra,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_031867.1,0,0,Columba rupestris,pigeon,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_040902.1,0,0,Gallus gallus,chicken,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_022418.1,15,149,Anas poecilorhyncha,spot-billed duck,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_026063.1,0,0,Ovis orientalis,sheep,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_013700.1,0,0,Nyctereutes procyonoides,raccoon dog,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR710778,NC_028161.1,0,0,Capra aegagrus,goat,0,113021718,71757562,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
